date,state,vehicle_class,vehicle_category,vehicle_type,ev_sales_quantity
2016-01-03,"Himachal Pradesh",BUS,Bus,Bus,0
2016-01-03,"Himachal Pradesh","CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,"Himachal Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,"Himachal Pradesh","EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,"Himachal Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,"Himachal Pradesh","EXCAVATOR (NT)",Others,Others,0
2016-01-03,"Himachal Pradesh","GOODS CARRIER",Others,Others,0
2016-01-03,"Himachal Pradesh","MAXI CAB",Others,Others,0
2016-01-03,"Himachal Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,"Himachal Pradesh",MOPED,2-Wheelers,2W_Personal,0
2016-01-03,"Himachal Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,"Himachal Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,"Himachal Pradesh","MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2016-01-03,"Himachal Pradesh","OMNI BUS",Bus,Bus,0
2016-01-03,"Himachal Pradesh","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2016-01-03,"Himachal Pradesh","PRIVATE SERVICE VEHICLE",Others,Others,0
2016-01-03,"Himachal Pradesh","PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2016-01-03,"Himachal Pradesh","RECOVERY VEHICLE",Others,Others,0
2016-01-03,"Himachal Pradesh","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,"Himachal Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,"Himachal Pradesh","TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,"Himachal Pradesh","VEHICLE FITTED WITH RIG",Others,Others,0
2016-01-03,Haryana,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Haryana,"AGRICULTURAL TRACTOR",Others,Others,1
2016-01-03,Haryana,AMBULANCE,Others,Others,0
2016-01-03,Haryana,BUS,Bus,Bus,0
2016-01-03,Haryana,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2016-01-03,Haryana,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Haryana,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Haryana,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Haryana,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Haryana,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,46
2016-01-03,Haryana,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2016-01-03,Haryana,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Haryana,"FIRE FIGHTING VEHICLE",Others,Others,0
2016-01-03,Haryana,"FORK LIFT",Others,Others,0
2016-01-03,Haryana,"GOODS CARRIER",Others,Others,0
2016-01-03,Haryana,HARVESTER,Others,Others,0
2016-01-03,Haryana,"MAXI CAB",Others,Others,0
2016-01-03,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2016-01-03,Haryana,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2016-01-03,Haryana,MOPED,2-Wheelers,2W_Personal,1
2016-01-03,Haryana,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Haryana,"MOTOR CAR",4-Wheelers,4W_Personal,1
2016-01-03,Haryana,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2016-01-03,Haryana,"RECOVERY VEHICLE",Others,Others,0
2016-01-03,Haryana,"ROAD ROLLER",Others,Others,0
2016-01-03,Haryana,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Haryana,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,12
2016-01-03,Haryana,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Jharkhand,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Jharkhand,AMBULANCE,Others,Others,0
2016-01-03,Jharkhand,BUS,Bus,Bus,0
2016-01-03,Jharkhand,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2016-01-03,Jharkhand,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Jharkhand,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2016-01-03,Jharkhand,"GOODS CARRIER",Others,Others,0
2016-01-03,Jharkhand,"MAXI CAB",Others,Others,0
2016-01-03,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Jharkhand,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Jharkhand,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Jharkhand,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Jharkhand,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Jharkhand,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,61
2016-01-03,Jharkhand,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Jharkhand,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2016-01-03,Jharkhand,"TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,Jharkhand,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2016-01-03,Karnataka,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Karnataka,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Karnataka,AMBULANCE,Others,Others,0
2016-01-03,Karnataka,"ARTICULATED VEHICLE",Others,Others,0
2016-01-03,Karnataka,BUS,Bus,Bus,0
2016-01-03,Karnataka,"CAMPER VAN / TRAILER",Others,Others,0
2016-01-03,Karnataka,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2016-01-03,Karnataka,"CASH VAN",Others,Others,0
2016-01-03,Karnataka,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Karnataka,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Karnataka,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Karnataka,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Karnataka,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2016-01-03,Karnataka,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Karnataka,"FIRE FIGHTING VEHICLE",Others,Others,0
2016-01-03,Karnataka,"FORK LIFT",Others,Others,0
2016-01-03,Karnataka,"GOODS CARRIER",Others,Others,0
2016-01-03,Karnataka,"MAXI CAB",Others,Others,0
2016-01-03,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2016-01-03,Karnataka,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2016-01-03,Karnataka,"MOBILE CANTEEN",Others,Others,0
2016-01-03,Karnataka,"MOBILE CLINIC",Others,Others,0
2016-01-03,Karnataka,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Karnataka,"MOTOR CAB",4-Wheelers,4W_Shared,25
2016-01-03,Karnataka,"MOTOR CAR",4-Wheelers,4W_Personal,24
2016-01-03,Karnataka,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2016-01-03,Karnataka,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2016-01-03,Karnataka,"OMNI BUS",Bus,Bus,0
2016-01-03,Karnataka,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2016-01-03,Karnataka,"POWER TILLER (COMMERCIAL)",Others,Others,0
2016-01-03,Karnataka,"PRIVATE SERVICE VEHICLE",Others,Others,0
2016-01-03,Karnataka,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2016-01-03,Karnataka,"ROAD ROLLER",Others,Others,0
2016-01-03,Karnataka,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Karnataka,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,4
2016-01-03,Karnataka,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2016-01-03,Karnataka,"TOW TRUCK",Others,Others,0
2016-01-03,Karnataka,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Karnataka,"TRAILER (AGRICULTURAL)",Others,Others,4
2016-01-03,Karnataka,"TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,Karnataka,"VEHICLE FITTED WITH RIG",Others,Others,0
2016-01-03,Kerala,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Kerala,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Kerala,AMBULANCE,Others,Others,0
2016-01-03,Kerala,"ARTICULATED VEHICLE",Others,Others,0
2016-01-03,Kerala,"BREAKDOWN VAN",Others,Others,0
2016-01-03,Kerala,BUS,Bus,Bus,0
2016-01-03,Kerala,"CAMPER VAN / TRAILER",Others,Others,0
2016-01-03,Kerala,"CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,0
2016-01-03,Kerala,"CASH VAN",Others,Others,0
2016-01-03,Kerala,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Kerala,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Kerala,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Kerala,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Kerala,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Kerala,"FIRE TENDERS",Others,Others,0
2016-01-03,Kerala,"FORK LIFT",Others,Others,0
2016-01-03,Kerala,"GOODS CARRIER",Others,Others,0
2016-01-03,Kerala,"MAXI CAB",Others,Others,0
2016-01-03,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2016-01-03,Kerala,"MOBILE CLINIC",Others,Others,0
2016-01-03,Kerala,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Kerala,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Kerala,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Kerala,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2016-01-03,Kerala,"MOTOR CYCLE/SCOOTER-WITH TRAILER",Others,Others,0
2016-01-03,Kerala,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2016-01-03,Kerala,"PRIVATE SERVICE VEHICLE",Others,Others,0
2016-01-03,Kerala,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2016-01-03,Kerala,"RECOVERY VEHICLE",Others,Others,0
2016-01-03,Kerala,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Kerala,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Kerala,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2016-01-03,Kerala,"TOW TRUCK",Others,Others,0
2016-01-03,Kerala,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2016-01-03,Kerala,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2016-01-03,Ladakh,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Ladakh,BUS,Bus,Bus,0
2016-01-03,Ladakh,"GOODS CARRIER",Others,Others,0
2016-01-03,Ladakh,"MAXI CAB",Others,Others,0
2016-01-03,Ladakh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Ladakh,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Ladakh,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Maharashtra,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Maharashtra,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Maharashtra,AMBULANCE,Others,Others,0
2016-01-03,Maharashtra,"ARTICULATED VEHICLE",Others,Others,0
2016-01-03,Maharashtra,"BREAKDOWN VAN",Others,Others,0
2016-01-03,Maharashtra,BUS,Bus,Bus,0
2016-01-03,Maharashtra,"CAMPER VAN / TRAILER",Others,Others,0
2016-01-03,Maharashtra,"CASH VAN",Others,Others,0
2016-01-03,Maharashtra,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Maharashtra,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Maharashtra,DUMPER,Others,Others,0
2016-01-03,Maharashtra,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Maharashtra,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0
2016-01-03,Maharashtra,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Maharashtra,"FIRE FIGHTING VEHICLE",Others,Others,0
2016-01-03,Maharashtra,"FIRE TENDERS",Others,Others,0
2016-01-03,Maharashtra,"FORK LIFT",Others,Others,0
2016-01-03,Maharashtra,"GOODS CARRIER",Others,Others,0
2016-01-03,Maharashtra,HARVESTER,Others,Others,0
2016-01-03,Maharashtra,HEARSES,Others,Others,0
2016-01-03,Maharashtra,"LIBRARY VAN",Others,Others,0
2016-01-03,Maharashtra,"MAXI CAB",Others,Others,0
2016-01-03,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,94
2016-01-03,Maharashtra,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2016-01-03,Maharashtra,"MOBILE WORKSHOP",Others,Others,0
2016-01-03,Maharashtra,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Maharashtra,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Maharashtra,"MOTOR CAR",4-Wheelers,4W_Personal,5
2016-01-03,Maharashtra,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2016-01-03,Maharashtra,"OMNI BUS",Bus,Bus,0
2016-01-03,Maharashtra,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2016-01-03,Maharashtra,"PRIVATE SERVICE VEHICLE",Others,Others,0
2016-01-03,Maharashtra,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2016-01-03,Maharashtra,"ROAD ROLLER",Others,Others,0
2016-01-03,Maharashtra,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Maharashtra,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Maharashtra,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2016-01-03,Maharashtra,"TOWER WAGON",Others,Others,0
2016-01-03,Maharashtra,"TOW TRUCK",Others,Others,0
2016-01-03,Maharashtra,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Maharashtra,"TRAILER (AGRICULTURAL)",Others,Others,0
2016-01-03,Maharashtra,"TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,Maharashtra,"TRAILER FOR PERSONAL USE",Others,Others,0
2016-01-03,Maharashtra,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2016-01-03,Maharashtra,"VEHICLE FITTED WITH RIG",Others,Others,0
2016-01-03,Meghalaya,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Meghalaya,AMBULANCE,Others,Others,0
2016-01-03,Meghalaya,BUS,Bus,Bus,0
2016-01-03,Meghalaya,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Meghalaya,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Meghalaya,"GOODS CARRIER",Others,Others,0
2016-01-03,Meghalaya,"MAXI CAB",Others,Others,0
2016-01-03,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Meghalaya,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2016-01-03,Meghalaya,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Meghalaya,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Meghalaya,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2016-01-03,Meghalaya,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Meghalaya,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2016-01-03,Meghalaya,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Meghalaya,"TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,"Madhya Pradesh","ADAPTED VEHICLE",Others,Others,0
2016-01-03,"Madhya Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,"Madhya Pradesh",AMBULANCE,Others,Others,0
2016-01-03,"Madhya Pradesh","ARTICULATED VEHICLE",Others,Others,0
2016-01-03,"Madhya Pradesh",BUS,Bus,Bus,0
2016-01-03,"Madhya Pradesh","CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,"Madhya Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,"Madhya Pradesh",DUMPER,Others,Others,0
2016-01-03,"Madhya Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,"Madhya Pradesh",E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,37
2016-01-03,"Madhya Pradesh","E-RICKSHAW WITH CART (G)",3-Wheelers,3W_Goods_LowSpeed,1
2016-01-03,"Madhya Pradesh","EXCAVATOR (NT)",Others,Others,0
2016-01-03,"Madhya Pradesh","FIRE FIGHTING VEHICLE",Others,Others,0
2016-01-03,"Madhya Pradesh","FIRE TENDERS",Others,Others,0
2016-01-03,"Madhya Pradesh","GOODS CARRIER",Others,Others,0
2016-01-03,"Madhya Pradesh",HARVESTER,Others,Others,0
2016-01-03,"Madhya Pradesh","MAXI CAB",Others,Others,0
2016-01-03,"Madhya Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016-01-03,"Madhya Pradesh",MOPED,2-Wheelers,2W_Personal,1
2016-01-03,"Madhya Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,"Madhya Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,"Madhya Pradesh","MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2016-01-03,"Madhya Pradesh","OMNI BUS",Bus,Bus,0
2016-01-03,"Madhya Pradesh","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2016-01-03,"Madhya Pradesh","PRIVATE SERVICE VEHICLE",Others,Others,0
2016-01-03,"Madhya Pradesh","ROAD ROLLER",Others,Others,0
2016-01-03,"Madhya Pradesh","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,"Madhya Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,"Madhya Pradesh",TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2016-01-03,"Madhya Pradesh","TRAILER (AGRICULTURAL)",Others,Others,0
2016-01-03,"Madhya Pradesh","TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,Mizoram,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Mizoram,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Mizoram,AMBULANCE,Others,Others,0
2016-01-03,Mizoram,BUS,Bus,Bus,0
2016-01-03,Mizoram,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Mizoram,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Mizoram,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Mizoram,"GOODS CARRIER",Others,Others,0
2016-01-03,Mizoram,"MAXI CAB",Others,Others,0
2016-01-03,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2016-01-03,Mizoram,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Mizoram,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Mizoram,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Mizoram,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2016-01-03,Mizoram,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Nagaland,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Nagaland,BUS,Bus,Bus,0
2016-01-03,Nagaland,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Nagaland,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2016-01-03,Nagaland,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Nagaland,DUMPER,Others,Others,0
2016-01-03,Nagaland,"FORK LIFT",Others,Others,0
2016-01-03,Nagaland,"GOODS CARRIER",Others,Others,0
2016-01-03,Nagaland,"MAXI CAB",Others,Others,0
2016-01-03,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Nagaland,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Nagaland,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Nagaland,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Nagaland,"OMNI BUS",Bus,Bus,0
2016-01-03,Nagaland,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Nagaland,"TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,Odisha,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Odisha,AMBULANCE,Others,Others,0
2016-01-03,Odisha,"ARTICULATED VEHICLE",Others,Others,0
2016-01-03,Odisha,BUS,Bus,Bus,0
2016-01-03,Odisha,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2016-01-03,Odisha,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Odisha,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Odisha,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Odisha,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2016-01-03,Odisha,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Odisha,"FIRE TENDERS",Others,Others,0
2016-01-03,Odisha,"GOODS CARRIER",Others,Others,0
2016-01-03,Odisha,HARVESTER,Others,Others,0
2016-01-03,Odisha,"LUXURY CAB",4-Wheelers,4W_Shared,0
2016-01-03,Odisha,"MAXI CAB",Others,Others,0
2016-01-03,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Odisha,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2016-01-03,Odisha,MOPED,2-Wheelers,2W_Personal,1
2016-01-03,Odisha,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Odisha,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Odisha,"OMNI BUS",Bus,Bus,0
2016-01-03,Odisha,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2016-01-03,Odisha,"PRIVATE SERVICE VEHICLE",Others,Others,0
2016-01-03,Odisha,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Odisha,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Odisha,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Odisha,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2016-01-03,Odisha,"TRAILER (COMMERCIAL)",Others,Others,0
2016-01-03,Odisha,"TRAILER FOR PERSONAL USE",Others,Others,0
2016-01-03,Odisha,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2016-01-03,Odisha,"VEHICLE FITTED WITH RIG",Others,Others,0
2016-01-03,Punjab,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Punjab,"AGRICULTURAL TRACTOR",Others,Others,1
2016-01-03,Punjab,AMBULANCE,Others,Others,0
2016-01-03,Punjab,BUS,Bus,Bus,0
2016-01-03,Punjab,"CAMPER VAN / TRAILER",Others,Others,0
2016-01-03,Punjab,"CASH VAN",Others,Others,0
2016-01-03,Punjab,"CRANE MOUNTED VEHICLE",Others,Others,0
2016-01-03,Punjab,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Punjab,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0
2016-01-03,Punjab,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2016-01-03,Punjab,"EXCAVATOR (NT)",Others,Others,0
2016-01-03,Punjab,"GOODS CARRIER",Others,Others,0
2016-01-03,Punjab,HARVESTER,Others,Others,0
2016-01-03,Punjab,"MAXI CAB",Others,Others,0
2016-01-03,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Punjab,MOPED,2-Wheelers,2W_Personal,1
2016-01-03,Punjab,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Punjab,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Punjab,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2016-01-03,Punjab,"OMNI BUS",Bus,Bus,0
2016-01-03,Punjab,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2016-01-03,Punjab,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,1
2016-01-03,Punjab,"TRAILER (AGRICULTURAL)",Others,Others,0
2016-01-03,Punjab,"TRAILER FOR PERSONAL USE",Others,Others,0
2016-01-03,Puducherry,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Puducherry,"AGRICULTURAL TRACTOR",Others,Others,0
2016-01-03,Puducherry,AMBULANCE,Others,Others,0
2016-01-03,Puducherry,BUS,Bus,Bus,0
2016-01-03,Puducherry,"EARTH MOVING EQUIPMENT",Others,Others,0
2016-01-03,Puducherry,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2016-01-03,Puducherry,"FIRE FIGHTING VEHICLE",Others,Others,0
2016-01-03,Puducherry,"FIRE TENDERS",Others,Others,0
2016-01-03,Puducherry,"GOODS CARRIER",Others,Others,0
2016-01-03,Puducherry,"MAXI CAB",Others,Others,0
2016-01-03,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2016-01-03,Puducherry,MOPED,2-Wheelers,2W_Personal,0
2016-01-03,Puducherry,"MOTOR CAB",4-Wheelers,4W_Shared,0
2016-01-03,Puducherry,"MOTOR CAR",4-Wheelers,4W_Personal,0
2016-01-03,Puducherry,"OMNI BUS",Bus,Bus,0
2016-01-03,Puducherry,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2016-01-03,Puducherry,"TRACTOR (COMMERCIAL)",Others,Others,0
2016-01-03,Puducherry,"TRAILER (AGRICULTURAL)",Others,Others,0
2016-01-03,Rajasthan,"ADAPTED VEHICLE",Others,Others,0
2016-01-03,Rajasthan,"AGRICULTURAL TRACTOR",Others,Others,1
2016-01-03,Rajasthan,AMBULANCE,Others,Others,0
2016-01-03,Rajasthan,"ANIMAL AMBULANCE",Others,Others,0
2016-01-03,Rajasthan,"ARTICULATED VEHICLE",Others,Others,0
2016-01-03,Rajasthan,BUS,Bus,Bus,0
